# 中古戸建の成約事例(国交省 不動産取引価格情報の再掲サイト utinokati.com、取得 2026-08-10)。
# 2022Q1以降の北区18地区・全767件。原データ由来の丸め(価格100万円単位・面積5m2単位)あり。
# age_y は取引時点の築年数。リテール比較(engine/retail.js)の事例プールとして使用。
# shape は出典ページ(listings)の「土地形状」列の転記。2026-08-13に追加した。
# **空欄は出典に記載が無い行**(推測で埋めない)。値の語彙は 長方形/ほぼ長方形/正方形/ほぼ正方形/
# 台形/ほぼ台形/ほぼ整形/不整形/やや不整形/旗竿地/袋地等。同一諸元で表記が割れる行(6件)も空にした。
# road_type / breadth_m は**国土交通省 不動産情報ライブラリAPI(一次ソース)**由来。2026-08-13に追加。
#   road_type: private=私道 / public=区道・都道・国道・公道 / 空=原データに記載なし
#   breadth_m: 前面道路の幅員(m)。原データに幅員0のレコードが1件あるが、幅0の道路は事実ではなく
#     「不明」の符号化とみて空欄に戻した(推測で値を作らない方針の裏返し)。
# 突き合わせは (四半期・地区・価格・土地面積・延床) で行い767行中759行が一致。形状はAPIと再掲サイトで
# **447件すべて一致・不一致ゼロ**だったため、照合の妥当性はこの一致率で担保されている。
# 形状の欠測はAPIでも埋まらない(原データで「地域」区分が空のレコードは形状も間口も記録されていない)。
# 収載ルール: 再掲サイトの掲載レコードのみ。推測・補完での行追加は禁止。
# 除外ルール: 延床300m2超・土地400m2超・3億円超は共同住宅/ビルの疑いが強いため除外(戸建比較の事例プールとして不適)。
# 2026-08-13: 探索エリア拡張(docs/area-expansion-2026-08.md)に伴い 王子本町・岸町・滝野川・上中里・西ケ原・中里 の6地区を追加(286件)。
#   取得日 2026-08-13。収載/除外ルールは既存12地区と同一(新規地区だけに追加の絞り込みは掛けない=プールの一貫性を保つため)。
quarter,district,price_man,land_m2,floor_m2,age_y,walk_min,shape,road_type,breadth_m,source_url
2025Q3,神谷,6200,60,85,5.5,10,,public,7.5,https://utinokati.com/details/house/place/13117-U0022/
2025Q3,神谷,1100,35,35,59.5,11,ほぼ長方形,,,https://utinokati.com/details/house/place/13117-U0022/
2025Q3,神谷,6200,55,85,5.5,9,ほぼ長方形,public,7.5,https://utinokati.com/details/house/place/13117-U0022/
2025Q3,神谷,5300,45,65,0.5,9,ほぼ台形,public,3.2,https://utinokati.com/details/house/place/13117-U0022/
2025Q3,西が丘,12000,130,130,0.5,20,,public,5.9,https://utinokati.com/details/house/place/13117-U0023/
2025Q3,西が丘,6600,65,85,15.5,15,,,,https://utinokati.com/details/house/place/13117-U0023/
2025Q3,西が丘,2000,135,100,52.5,20,,,,https://utinokati.com/details/house/place/13117-U0023/
2025Q3,西が丘,6600,105,90,0.5,14,不整形,public,6,https://utinokati.com/details/house/place/13117-U0023/
2025Q3,西が丘,6600,60,85,15.5,15,長方形,public,5.8,https://utinokati.com/details/house/place/13117-U0023/
2025Q3,赤羽,6400,55,100,0.5,5,,public,2.6,https://utinokati.com/details/house/place/13117-U0026/
2025Q3,赤羽,27000,80,300,18.5,6,ほぼ台形,public,8,https://utinokati.com/details/house/place/13117-U0026/
2025Q3,赤羽北,2000,60,40,29.5,15,,private,2,https://utinokati.com/details/house/place/13117-U0027/
2025Q3,赤羽北,5800,50,85,0.5,5,,public,4,https://utinokati.com/details/house/place/13117-U0027/
2025Q3,赤羽北,2700,35,70,49.5,5,,public,19.9,https://utinokati.com/details/house/place/13117-U0027/
2025Q3,赤羽北,8700,55,95,0.5,1,長方形,public,6,https://utinokati.com/details/house/place/13117-U0027/
2025Q3,赤羽南,8100,175,240,58.5,8,不整形,public,7.7,https://utinokati.com/details/house/place/13117-U0028/
2025Q3,赤羽西,6800,115,90,21.5,15,,public,4.5,https://utinokati.com/details/house/place/13117-U0030/
2025Q3,赤羽西,820,40,45,62.5,10,,,,https://utinokati.com/details/house/place/13117-U0030/
2025Q3,赤羽西,6300,70,100,0.5,15,,private,4.2,https://utinokati.com/details/house/place/13117-U0030/
2025Q3,赤羽西,2000,55,70,49.5,10,,private,1.7,https://utinokati.com/details/house/place/13117-U0030/
2025Q3,赤羽西,3100,50,30,73.6,8,長方形,public,6,https://utinokati.com/details/house/place/13117-U0030/
2025Q3,赤羽西,15000,120,200,0.5,10,ほぼ台形,private,2.4,https://utinokati.com/details/house/place/13117-U0030/
2025Q3,赤羽西,6700,75,95,0.5,11,不整形,private,4.5,https://utinokati.com/details/house/place/13117-U0030/
2025Q3,赤羽西,6000,80,80,0.5,14,不整形,public,4.3,https://utinokati.com/details/house/place/13117-U0030/
2025Q3,赤羽西,5100,70,70,0.5,14,不整形,private,4,https://utinokati.com/details/house/place/13117-U0030/
2025Q3,赤羽西,7600,55,80,-0.5,13,台形,public,4,https://utinokati.com/details/house/place/13117-U0030/
2025Q4,上十条,5700,70,95,3.8,20,,public,3,https://utinokati.com/details/house/place/13117-U0002/
2025Q4,上十条,5800,85,100,55.8,11,ほぼ正方形,public,4.3,https://utinokati.com/details/house/place/13117-U0002/
2025Q4,上十条,6000,55,80,2.8,13,長方形,private,,https://utinokati.com/details/house/place/13117-U0002/
2025Q4,上十条,2100,90,95,48.8,13,ほぼ長方形,private,1.8,https://utinokati.com/details/house/place/13117-U0002/
2025Q4,中十条,9700,80,135,-0.2,5,,,,https://utinokati.com/details/house/place/13117-U0003/
2025Q4,中十条,15000,215,200,9.8,10,,private,4,https://utinokati.com/details/house/place/13117-U0003/
2025Q4,中十条,7000,105,90,-0.2,10,,public,7.8,https://utinokati.com/details/house/place/13117-U0003/
2025Q4,中十条,4500,60,65,31.8,10,,,,https://utinokati.com/details/house/place/13117-U0003/
2025Q4,十条仲原,4100,35,50,12.8,5,,,,https://utinokati.com/details/house/place/13117-U0005/
2025Q4,十条仲原,4600,40,60,0.8,5,ほぼ長方形,private,3,https://utinokati.com/details/house/place/13117-U0005/
2025Q4,十条仲原,8200,115,105,0.8,11,不整形,public,5.5,https://utinokati.com/details/house/place/13117-U0005/
2025Q4,岩淵町,6100,65,85,7.8,10,,public,5.4,https://utinokati.com/details/house/place/13117-U0008/
2025Q4,岩淵町,7500,55,100,0.8,10,,public,4,https://utinokati.com/details/house/place/13117-U0008/
2025Q4,岩淵町,7300,90,105,0.8,5,不整形,public,5.5,https://utinokati.com/details/house/place/13117-U0008/
2025Q4,志茂,6900,70,110,0.8,10,,,,https://utinokati.com/details/house/place/13117-U0010/
2025Q4,志茂,7300,75,105,0.8,10,,,,https://utinokati.com/details/house/place/13117-U0010/
2025Q4,志茂,7000,70,105,0.8,10,,,,https://utinokati.com/details/house/place/13117-U0010/
2025Q4,志茂,8000,70,110,0.8,5,,public,4,https://utinokati.com/details/house/place/13117-U0010/
2025Q4,志茂,6900,105,100,4.8,5,,,,https://utinokati.com/details/house/place/13117-U0010/
2025Q4,志茂,6400,75,105,0.8,10,,public,3.5,https://utinokati.com/details/house/place/13117-U0010/
2025Q4,志茂,5400,40,70,0.8,9,長方形,public,,https://utinokati.com/details/house/place/13117-U0010/
2025Q4,志茂,7200,75,95,0.8,7,台形,public,5.3,https://utinokati.com/details/house/place/13117-U0010/
2025Q4,志茂,4000,55,35,25.8,3,ほぼ台形,public,4,https://utinokati.com/details/house/place/13117-U0010/
2025Q4,神谷,9000,60,125,0.8,10,,private,4.2,https://utinokati.com/details/house/place/13117-U0022/
2025Q4,神谷,5300,45,70,9.8,15,,private,4,https://utinokati.com/details/house/place/13117-U0022/
2025Q4,神谷,7000,105,95,-0.2,10,,,,https://utinokati.com/details/house/place/13117-U0022/
2025Q4,赤羽,6700,70,115,0.8,5,,public,2.6,https://utinokati.com/details/house/place/13117-U0026/
2025Q4,赤羽,6300,55,95,0.8,5,,public,2.6,https://utinokati.com/details/house/place/13117-U0026/
2025Q4,赤羽,7500,70,105,0.8,10,,,,https://utinokati.com/details/house/place/13117-U0026/
2025Q4,赤羽,6500,70,115,-0.2,5,,public,2.6,https://utinokati.com/details/house/place/13117-U0026/
2025Q4,赤羽,4100,40,85,27.8,1,不整形,public,30,https://utinokati.com/details/house/place/13117-U0026/
2025Q4,赤羽北,4800,50,80,11.8,10,,,4,https://utinokati.com/details/house/place/13117-U0027/
2025Q4,赤羽北,6600,60,100,0.8,10,,public,6,https://utinokati.com/details/house/place/13117-U0027/
2025Q4,赤羽北,5000,50,70,5.8,10,,private,3.8,https://utinokati.com/details/house/place/13117-U0027/
2025Q4,赤羽北,15000,100,200,0.8,5,ほぼ長方形,public,6,https://utinokati.com/details/house/place/13117-U0027/
2025Q4,赤羽台,9000,60,100,0.8,10,,public,7.3,https://utinokati.com/details/house/place/13117-U0029/
2025Q4,赤羽西,4900,350,85,42.8,10,,,,https://utinokati.com/details/house/place/13117-U0030/
2025Q4,赤羽西,1900,30,40,57.8,15,,,,https://utinokati.com/details/house/place/13117-U0030/
2026Q1,上十条,8700,70,115,1,10,,private,4,https://utinokati.com/details/house/place/13117-U0002/
2026Q1,上十条,8500,70,115,1,10,,public,4,https://utinokati.com/details/house/place/13117-U0002/
2026Q1,上十条,7200,85,100,0,15,,private,4,https://utinokati.com/details/house/place/13117-U0002/
2026Q1,上十条,27000,200,135,58,10,ほぼ長方形,public,25,https://utinokati.com/details/house/place/13117-U0002/
2026Q1,中十条,9000,90,110,0,4,ほぼ長方形,private,2.5,https://utinokati.com/details/house/place/13117-U0003/
2026Q1,中十条,8000,60,105,0,3,長方形,private,4,https://utinokati.com/details/house/place/13117-U0003/
2026Q1,十条仲原,6600,40,85,0,10,,private,2.8,https://utinokati.com/details/house/place/13117-U0005/
2026Q1,志茂,8400,85,105,1,5,,public,4,https://utinokati.com/details/house/place/13117-U0010/
2026Q1,志茂,7300,85,100,0,5,,public,,https://utinokati.com/details/house/place/13117-U0010/
2026Q1,志茂,6000,45,75,0,15,,public,5.4,https://utinokati.com/details/house/place/13117-U0010/
2026Q1,志茂,6800,100,185,41,4,台形,public,27,https://utinokati.com/details/house/place/13117-U0010/
2026Q1,志茂,19000,150,250,0,7,ほぼ台形,public,4.8,https://utinokati.com/details/house/place/13117-U0010/
2026Q1,神谷,6500,50,90,2,15,,private,4,https://utinokati.com/details/house/place/13117-U0022/
2026Q1,神谷,6700,80,115,18,10,,private,2.4,https://utinokati.com/details/house/place/13117-U0022/
2026Q1,神谷,8700,95,90,0,15,,public,,https://utinokati.com/details/house/place/13117-U0022/
2026Q1,神谷,8800,70,105,0,15,,public,,https://utinokati.com/details/house/place/13117-U0022/
2026Q1,神谷,7000,50,80,0,10,,,4,https://utinokati.com/details/house/place/13117-U0022/
2026Q1,神谷,9000,60,105,1,8,ほぼ長方形,public,6.1,https://utinokati.com/details/house/place/13117-U0022/
2026Q1,西が丘,9800,120,145,1,15,,private,3,https://utinokati.com/details/house/place/13117-U0023/
2026Q1,西が丘,2600,135,100,53,20,,,,https://utinokati.com/details/house/place/13117-U0023/
2026Q1,赤羽,6300,50,75,0,5,,private,4,https://utinokati.com/details/house/place/13117-U0026/
2026Q1,赤羽,2000,55,70,55,,,,,https://utinokati.com/details/house/place/13117-U0026/
2026Q1,赤羽北,6400,65,100,1,10,,public,6,https://utinokati.com/details/house/place/13117-U0027/
2026Q1,赤羽北,8500,90,110,1,10,,private,4,https://utinokati.com/details/house/place/13117-U0027/
2026Q1,赤羽北,6500,65,100,1,10,,public,6,https://utinokati.com/details/house/place/13117-U0027/
2026Q1,赤羽北,5200,50,75,3,10,,,,https://utinokati.com/details/house/place/13117-U0027/
2026Q1,赤羽北,5300,50,80,10,5,,private,,https://utinokati.com/details/house/place/13117-U0027/
2026Q1,赤羽北,6200,65,85,1,9,長方形,public,6,https://utinokati.com/details/house/place/13117-U0027/
2026Q1,赤羽西,7000,80,95,1,15,,public,4.4,https://utinokati.com/details/house/place/13117-U0030/
2026Q1,赤羽西,8000,70,120,1,15,,public,4.4,https://utinokati.com/details/house/place/13117-U0030/
2026Q1,赤羽西,7300,80,95,1,15,,public,4.4,https://utinokati.com/details/house/place/13117-U0030/
2026Q1,赤羽西,3800,45,50,1,20,,private,4,https://utinokati.com/details/house/place/13117-U0030/
2026Q1,赤羽西,5500,75,90,6,15,,private,4,https://utinokati.com/details/house/place/13117-U0030/
2026Q1,赤羽西,5700,85,90,14,15,,public,4,https://utinokati.com/details/house/place/13117-U0030/
2026Q1,赤羽西,4600,45,70,0,15,,private,4,https://utinokati.com/details/house/place/13117-U0030/
2026Q1,赤羽西,7000,65,75,26,10,,public,5.6,https://utinokati.com/details/house/place/13117-U0030/
2026Q1,赤羽西,7200,80,95,1,15,,,,https://utinokati.com/details/house/place/13117-U0030/
2026Q1,赤羽西,2900,130,65,66,8,不整形,private,1.8,https://utinokati.com/details/house/place/13117-U0030/
2026Q1,赤羽西,1500,75,50,58,11,ほぼ台形,private,4,https://utinokati.com/details/house/place/13117-U0030/
2025Q2,王子本町,4600,35,65,-0.7,10,,public,10,https://utinokati.com/details/house/place/13117-U0019/
2025Q1,王子本町,4500,40,60,1,10,,private,4,https://utinokati.com/details/house/place/13117-U0019/
2024Q4,王子本町,7200,50,75,3.8,5,,public,6.1,https://utinokati.com/details/house/place/13117-U0019/
2024Q1,王子本町,3400,40,45,2,10,,public,3.2,https://utinokati.com/details/house/place/13117-U0019/
2024Q1,王子本町,3400,35,40,2,8,長方形,public,2.4,https://utinokati.com/details/house/place/13117-U0019/
2024Q1,王子本町,2800,60,95,41,9,長方形,public,3.7,https://utinokati.com/details/house/place/13117-U0019/
2023Q4,王子本町,4100,45,60,-0.2,10,長方形,private,3.2,https://utinokati.com/details/house/place/13117-U0019/
2023Q4,王子本町,14000,200,260,53.8,8,ほぼ長方形,public,20,https://utinokati.com/details/house/place/13117-U0019/
2022Q4,王子本町,2600,40,80,32.8,9,ほぼ長方形,public,2,https://utinokati.com/details/house/place/13117-U0019/
2022Q3,王子本町,6200,70,150,36.5,6,ほぼ長方形,public,10,https://utinokati.com/details/house/place/13117-U0019/
2022Q2,王子本町,1200,40,45,32.3,9,ほぼ長方形,public,1.8,https://utinokati.com/details/house/place/13117-U0019/
2022Q1,王子本町,22000,270,280,28,9,ほぼ長方形,public,8,https://utinokati.com/details/house/place/13117-U0019/
2025Q4,岸町,2800,75,90,60.8,5,袋地等,private,1.8,https://utinokati.com/details/house/place/13117-U0009/
2025Q4,岸町,500,260,75,59.8,5,ほぼ整形,private,2.7,https://utinokati.com/details/house/place/13117-U0009/
2025Q3,岸町,3200,40,40,59.5,5,ほぼ正方形,private,1.8,https://utinokati.com/details/house/place/13117-U0009/
2025Q1,岸町,19000,180,250,4,9,長方形,private,2.7,https://utinokati.com/details/house/place/13117-U0009/
2024Q4,岸町,8000,45,150,54.8,2,ほぼ長方形,public,7,https://utinokati.com/details/house/place/13117-U0009/
2024Q1,岸町,3600,40,55,10,10,,private,3.2,https://utinokati.com/details/house/place/13117-U0009/
2024Q1,岸町,4100,105,135,54,11,不整形,,,https://utinokati.com/details/house/place/13117-U0009/
2024Q1,岸町,5600,45,150,54,1,長方形,public,7,https://utinokati.com/details/house/place/13117-U0009/
2023Q4,岸町,5000,70,100,20.8,10,,public,4,https://utinokati.com/details/house/place/13117-U0009/
2023Q3,岸町,1700,100,125,60.5,5,長方形,private,3.4,https://utinokati.com/details/house/place/13117-U0009/
2022Q1,岸町,2000,120,105,38,10,,private,2,https://utinokati.com/details/house/place/13117-U0009/
2026Q1,滝野川,6100,50,75,6,10,,private,4,https://utinokati.com/details/house/place/13117-U0017/
2026Q1,滝野川,1800,50,50,66,10,,,,https://utinokati.com/details/house/place/13117-U0017/
2026Q1,滝野川,4700,80,60,68,6,ほぼ長方形,private,4,https://utinokati.com/details/house/place/13117-U0017/
2025Q4,滝野川,6000,65,80,17.8,10,,private,3,https://utinokati.com/details/house/place/13117-U0017/
2025Q4,滝野川,9800,90,125,0.8,10,,private,4,https://utinokati.com/details/house/place/13117-U0017/
2025Q4,滝野川,620,35,45,47.8,10,,,,https://utinokati.com/details/house/place/13117-U0017/
2025Q4,滝野川,3400,40,80,42.8,10,,public,5.5,https://utinokati.com/details/house/place/13117-U0017/
2025Q4,滝野川,7800,75,110,-0.2,5,,,,https://utinokati.com/details/house/place/13117-U0017/
2025Q4,滝野川,6200,55,70,0.8,5,長方形,public,1.9,https://utinokati.com/details/house/place/13117-U0017/
2025Q4,滝野川,8500,50,125,39.8,3,長方形,public,8.6,https://utinokati.com/details/house/place/13117-U0017/
2025Q4,滝野川,7800,80,110,32.8,4,長方形,private,2.4,https://utinokati.com/details/house/place/13117-U0017/
2025Q4,滝野川,5000,55,110,28.8,5,不整形,public,8.2,https://utinokati.com/details/house/place/13117-U0017/
2025Q4,滝野川,9800,100,105,0.8,7,長方形,private,4,https://utinokati.com/details/house/place/13117-U0017/
2025Q4,滝野川,4600,90,75,58.8,8,長方形,private,2.5,https://utinokati.com/details/house/place/13117-U0017/
2025Q4,滝野川,7900,70,90,0.8,9,長方形,public,2.6,https://utinokati.com/details/house/place/13117-U0017/
2025Q3,滝野川,7900,60,105,0.5,10,,,,https://utinokati.com/details/house/place/13117-U0017/
2025Q3,滝野川,8800,85,60,60.5,10,,,8.3,https://utinokati.com/details/house/place/13117-U0017/
2025Q3,滝野川,7900,145,155,28.5,10,,public,6.1,https://utinokati.com/details/house/place/13117-U0017/
2025Q3,滝野川,17000,60,290,16.5,1,ほぼ台形,public,30,https://utinokati.com/details/house/place/13117-U0017/
2025Q3,滝野川,5000,40,110,51.5,2,長方形,public,14.9,https://utinokati.com/details/house/place/13117-U0017/
2025Q3,滝野川,2900,35,145,39.5,5,長方形,public,5.8,https://utinokati.com/details/house/place/13117-U0017/
2025Q3,滝野川,6400,50,125,39.5,3,長方形,public,8.6,https://utinokati.com/details/house/place/13117-U0017/
2025Q3,滝野川,8500,65,90,0.5,8,長方形,public,4,https://utinokati.com/details/house/place/13117-U0017/
2025Q3,滝野川,4000,70,70,47.5,6,長方形,private,4,https://utinokati.com/details/house/place/13117-U0017/
2025Q3,滝野川,6800,50,85,0.5,7,長方形,public,2.3,https://utinokati.com/details/house/place/13117-U0017/
2025Q3,滝野川,9500,100,95,0.5,9,ほぼ整形,private,4,https://utinokati.com/details/house/place/13117-U0017/
2025Q3,滝野川,3000,75,75,31.5,4,ほぼ長方形,private,3.1,https://utinokati.com/details/house/place/13117-U0017/
2025Q2,滝野川,6900,70,100,16.3,10,,private,4,https://utinokati.com/details/house/place/13117-U0017/
2025Q2,滝野川,5700,60,90,13.3,10,,private,4,https://utinokati.com/details/house/place/13117-U0017/
2025Q2,滝野川,5200,35,60,0.3,10,,,,https://utinokati.com/details/house/place/13117-U0017/
2025Q2,滝野川,6000,85,100,10.3,15,,public,4.2,https://utinokati.com/details/house/place/13117-U0017/
2025Q2,滝野川,8500,65,110,0.3,10,,,,https://utinokati.com/details/house/place/13117-U0017/
2025Q2,滝野川,7400,60,85,0.3,12,ほぼ長方形,private,3.4,https://utinokati.com/details/house/place/13117-U0017/
2025Q2,滝野川,4700,50,55,1.3,11,ほぼ長方形,private,3.4,https://utinokati.com/details/house/place/13117-U0017/
2025Q2,滝野川,5300,70,75,62.3,8,ほぼ正方形,public,4.5,https://utinokati.com/details/house/place/13117-U0017/
2025Q2,滝野川,4600,85,85,59.3,10,ほぼ台形,public,2.5,https://utinokati.com/details/house/place/13117-U0017/
2025Q2,滝野川,2600,50,50,47.3,6,ほぼ長方形,,,https://utinokati.com/details/house/place/13117-U0017/
2025Q1,滝野川,19000,200,215,16,10,,private,2.9,https://utinokati.com/details/house/place/13117-U0017/
2025Q1,滝野川,4900,60,70,6,10,不整形,,,https://utinokati.com/details/house/place/13117-U0017/
2025Q1,滝野川,1300,45,65,64,5,,,,https://utinokati.com/details/house/place/13117-U0017/
2025Q1,滝野川,4500,65,80,17,10,,private,2.9,https://utinokati.com/details/house/place/13117-U0017/
2025Q1,滝野川,2500,80,85,51,10,,,,https://utinokati.com/details/house/place/13117-U0017/
2025Q1,滝野川,19000,200,210,16,2,不整形,private,2.3,https://utinokati.com/details/house/place/13117-U0017/
2025Q1,滝野川,4700,60,85,24,5,ほぼ台形,public,3.2,https://utinokati.com/details/house/place/13117-U0017/
2025Q1,滝野川,4900,60,70,6,6,不整形,,,https://utinokati.com/details/house/place/13117-U0017/
2024Q4,滝野川,2500,45,55,33.8,5,,private,10,https://utinokati.com/details/house/place/13117-U0017/
2024Q4,滝野川,3000,60,65,51.8,5,,public,2.8,https://utinokati.com/details/house/place/13117-U0017/
2024Q4,滝野川,5900,55,80,7.8,10,,public,4,https://utinokati.com/details/house/place/13117-U0017/
2024Q4,滝野川,7000,40,85,0.8,7,長方形,private,2,https://utinokati.com/details/house/place/13117-U0017/
2024Q4,滝野川,3500,40,110,50.8,1,ほぼ長方形,public,15,https://utinokati.com/details/house/place/13117-U0017/
2024Q4,滝野川,620,30,30,59.8,6,長方形,,,https://utinokati.com/details/house/place/13117-U0017/
2024Q4,滝野川,5200,60,75,0.8,8,不整形,private,3,https://utinokati.com/details/house/place/13117-U0017/
2024Q4,滝野川,4700,55,60,0.8,5,ほぼ台形,private,1.8,https://utinokati.com/details/house/place/13117-U0017/
2024Q4,滝野川,5700,60,95,59.8,4,長方形,public,4.4,https://utinokati.com/details/house/place/13117-U0017/
2024Q4,滝野川,6500,50,70,-0.2,6,不整形,public,10.4,https://utinokati.com/details/house/place/13117-U0017/
2024Q3,滝野川,5500,70,100,20.5,5,,public,4,https://utinokati.com/details/house/place/13117-U0017/
2024Q3,滝野川,2400,50,55,49.5,3,ほぼ長方形,public,3.4,https://utinokati.com/details/house/place/13117-U0017/
2024Q3,滝野川,15000,185,210,4.5,7,ほぼ長方形,private,3.3,https://utinokati.com/details/house/place/13117-U0017/
2024Q3,滝野川,7600,75,105,0.5,2,ほぼ台形,public,4,https://utinokati.com/details/house/place/13117-U0017/
2024Q2,滝野川,4500,40,65,11.3,5,,public,3.8,https://utinokati.com/details/house/place/13117-U0017/
2024Q2,滝野川,6400,60,80,0.3,9,ほぼ長方形,public,4,https://utinokati.com/details/house/place/13117-U0017/
2024Q2,滝野川,2600,60,75,59.3,6,長方形,public,5.6,https://utinokati.com/details/house/place/13117-U0017/
2024Q1,滝野川,2300,35,70,51,3,ほぼ長方形,private,2.8,https://utinokati.com/details/house/place/13117-U0017/
2024Q1,滝野川,2000,50,60,58,4,袋地等,private,2.5,https://utinokati.com/details/house/place/13117-U0017/
2024Q1,滝野川,9500,50,90,25,6,長方形,public,8.5,https://utinokati.com/details/house/place/13117-U0017/
2024Q1,滝野川,5300,60,75,8,8,ほぼ長方形,public,5.6,https://utinokati.com/details/house/place/13117-U0017/
2024Q1,滝野川,5000,70,90,12,6,不整形,private,3.4,https://utinokati.com/details/house/place/13117-U0017/
2024Q1,滝野川,6100,75,130,24,3,台形,public,10,https://utinokati.com/details/house/place/13117-U0017/
2024Q1,滝野川,1100,40,40,57,6,ほぼ長方形,private,4.2,https://utinokati.com/details/house/place/13117-U0017/
2023Q4,滝野川,6500,50,80,0.8,6,長方形,private,4,https://utinokati.com/details/house/place/13117-U0017/
2023Q4,滝野川,3500,75,95,22.8,5,ほぼ長方形,private,3.2,https://utinokati.com/details/house/place/13117-U0017/
2023Q4,滝野川,4800,40,65,0.8,11,不整形,public,4.8,https://utinokati.com/details/house/place/13117-U0017/
2023Q4,滝野川,16000,65,290,14.8,5,不整形,public,35,https://utinokati.com/details/house/place/13117-U0017/
2023Q4,滝野川,5300,55,70,-0.2,8,不整形,public,2.4,https://utinokati.com/details/house/place/13117-U0017/
2023Q3,滝野川,6000,75,105,15.5,5,,private,3.3,https://utinokati.com/details/house/place/13117-U0017/
2023Q3,滝野川,1600,45,55,50.5,8,長方形,public,8.1,https://utinokati.com/details/house/place/13117-U0017/
2023Q3,滝野川,3000,55,45,39.5,8,台形,private,2.3,https://utinokati.com/details/house/place/13117-U0017/
2023Q3,滝野川,5500,140,190,57.5,5,長方形,public,2.8,https://utinokati.com/details/house/place/13117-U0017/
2023Q3,滝野川,5700,55,85,0.5,2,ほぼ長方形,private,3.9,https://utinokati.com/details/house/place/13117-U0017/
2023Q3,滝野川,5300,45,70,0.5,2,ほぼ正方形,private,2,https://utinokati.com/details/house/place/13117-U0017/
2023Q3,滝野川,4500,45,105,21.5,1,ほぼ正方形,public,4,https://utinokati.com/details/house/place/13117-U0017/
2023Q3,滝野川,8400,80,95,-0.5,8,長方形,private,4,https://utinokati.com/details/house/place/13117-U0017/
2023Q2,滝野川,300,30,60,27.3,10,,public,3.4,https://utinokati.com/details/house/place/13117-U0017/
2023Q2,滝野川,8100,90,140,6.3,10,,public,9,https://utinokati.com/details/house/place/13117-U0017/
2023Q2,滝野川,2400,105,130,52.3,9,ほぼ長方形,private,3.2,https://utinokati.com/details/house/place/13117-U0017/
2023Q1,滝野川,6800,55,85,6,5,,private,4,https://utinokati.com/details/house/place/13117-U0017/
2023Q1,滝野川,2000,35,40,59,5,,,,https://utinokati.com/details/house/place/13117-U0017/
2023Q1,滝野川,7000,60,150,49,3,長方形,public,8.6,https://utinokati.com/details/house/place/13117-U0017/
2023Q1,滝野川,2800,35,45,48,4,ほぼ長方形,private,4,https://utinokati.com/details/house/place/13117-U0017/
2023Q1,滝野川,17000,135,270,19,13,不整形,public,8,https://utinokati.com/details/house/place/13117-U0017/
2022Q4,滝野川,5400,85,85,31.8,15,,private,1.8,https://utinokati.com/details/house/place/13117-U0017/
2022Q4,滝野川,15000,145,215,27.8,10,,public,6.1,https://utinokati.com/details/house/place/13117-U0017/
2022Q4,滝野川,4600,55,75,24.8,10,,public,4,https://utinokati.com/details/house/place/13117-U0017/
2022Q4,滝野川,2200,55,65,59.8,5,ほぼ長方形,private,1.9,https://utinokati.com/details/house/place/13117-U0017/
2022Q4,滝野川,3500,45,45,2.8,9,ほぼ長方形,public,4.8,https://utinokati.com/details/house/place/13117-U0017/
2022Q4,滝野川,7000,80,95,0.8,9,ほぼ長方形,public,4,https://utinokati.com/details/house/place/13117-U0017/
2022Q4,滝野川,5500,50,65,-0.2,5,ほぼ台形,private,4,https://utinokati.com/details/house/place/13117-U0017/
2022Q4,滝野川,6300,45,90,0.8,3,台形,public,7.3,https://utinokati.com/details/house/place/13117-U0017/
2022Q4,滝野川,7700,70,100,-0.2,7,長方形,public,3.2,https://utinokati.com/details/house/place/13117-U0017/
2022Q4,滝野川,8400,60,95,-0.2,4,ほぼ長方形,public,4.4,https://utinokati.com/details/house/place/13117-U0017/
2022Q4,滝野川,6900,95,105,3.8,10,不整形,public,3.2,https://utinokati.com/details/house/place/13117-U0017/
2022Q3,滝野川,4700,75,90,13.5,10,,public,4,https://utinokati.com/details/house/place/13117-U0017/
2022Q3,滝野川,6800,100,120,10.5,10,,public,3.3,https://utinokati.com/details/house/place/13117-U0017/
2022Q3,滝野川,6600,50,95,0.5,8,長方形,public,4.3,https://utinokati.com/details/house/place/13117-U0017/
2022Q3,滝野川,18000,95,220,32.5,1,不整形,public,,https://utinokati.com/details/house/place/13117-U0017/
2022Q2,滝野川,6500,50,75,2.3,10,,public,7.2,https://utinokati.com/details/house/place/13117-U0017/
2022Q2,滝野川,13000,60,240,29.3,5,ほぼ長方形,public,,https://utinokati.com/details/house/place/13117-U0017/
2022Q2,滝野川,28000,95,195,1.3,7,長方形,public,4.5,https://utinokati.com/details/house/place/13117-U0017/
2022Q2,滝野川,7600,100,100,0.3,7,ほぼ正方形,public,2.9,https://utinokati.com/details/house/place/13117-U0017/
2022Q2,滝野川,3900,80,135,55.3,5,台形,public,3.8,https://utinokati.com/details/house/place/13117-U0017/
2022Q1,滝野川,7600,70,110,1,3,ほぼ長方形,public,4,https://utinokati.com/details/house/place/13117-U0017/
2022Q1,滝野川,6300,70,90,1,3,不整形,private,,https://utinokati.com/details/house/place/13117-U0017/
